Tanggal,Rekening_Asal,Rekening_Tujuan,Jumlah,Jenis_Belanja,Deskripsi,Is_Anomaly
2023-10-14,ACC_PUPR_033_378,ACC_KEMENHUB_022_905,41273209791.75,Belanja Pembayaran Bunga Utang,Pengadaan peralatan dan mesin,1
2023-01-29,ACC_SOS_027_462,ACC_KEMENKOPUKM_044_296,33604976904.9,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-07-01,ACC_KEMENKOPUKM_044_983,ACC_BRIN_124_825,7962946188.43,Belanja Bantuan Sosial,Bantuan sosial kebencanaan,0
2023-02-24,ACC_KEMENHUB_022_371,ACC_KEMENPERIN_019_936,10277547823.5,Belanja Barang,Penyewaan jasa kebersihan,0
2023-07-21,ACC_KEMENKOPUKM_044_436,ACC_KEMENPERIN_019_313,47216776432.76,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-10-18,ACC_KEMENHUB_022_575,ACC_KEMENKOPUKM_044_244,50801822116.37089,Belanja Pegawai,Tunjangan kinerja triwulan,1
2023-07-29,ACC_PPATK_078_475,ACC_KEMENPAREKRAF_040_418,15116977697.52,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-05-08,ACC_POLRI_060_939,ACC_BPK_004_955,16717100415.47,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-06-29,ACC_KEMENDIKBUD_023_710,ACC_KEMENPAREKRAF_040_501,16121273122.54,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-06-26,ACC_POLRI_060_285,ACC_KEMENKOPUKM_044_063,8898010071.17,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-02-18,ACC_BPJS_NA_967,ACC_KEMENDAG_090_849,9079386901.7,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-06-26,ACC_POLRI_060_148,ACC_KEMENDAGRI_010_630,6808401239.59,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-11-23,ACC_KEMENHUB_022_769,ACC_KES_024_736,4504294903.02,Belanja Bantuan Sosial,Bansos tunai,0
2023-08-03,ACC_ESDM_020_435,ACC_BPK_004_891,10655415916.39,Belanja Pegawai,Pembayaran THR,0
2023-11-01,ACC_BPJS_NA_429,ACC_ESDM_020_477,14490738732.08,Belanja Subsidi,Subsidi energi,0
2023-01-19,ACC_KES_024_018,ACC_BPS_054_769,3587500439.48,Belanja Modal,Pengadaan aset TIK,0
2023-04-23,ACC_KEMENDAGRI_010_114,ACC_KEMENHUB_022_222,75675783261.65,Belanja Subsidi,Subsidi pangan,0
2023-11-15,ACC_BPS_054_644,ACC_PUPR_033_897,2759882794.64,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-09-23,ACC_BPS_054_458,ACC_BPS_054_458,15698214982.14,Belanja Barang,Belanja internet dan komunikasi,1
2023-03-28,ACC_BPJS_NA_055,ACC_KEU_015_476,15611047774.3,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-11-09,ACC_KEMENPAREKRAF_040_759,ACC_KEU_015_835,10711099504.91,Belanja Bantuan Sosial,Bantuan pangan nontunai,0
2023-09-12,ACC_KEMENDAG_090_328,ACC_KEMENLU_011_054,29776954943.52,Belanja Barang,Belanja pemeliharaan rutin,0
2023-04-02,ACC_KEMENHUB_022_264,ACC_PPATK_078_418,28522340183.48,Belanja Barang,Belanja internet dan komunikasi,0
2023-03-29,ACC_KEMENPERIN_019_078,ACC_KEMENPERIN_019_078,25331197775.38,Belanja Subsidi,Subsidi pangan,1
2023-06-14,ACC_BPK_004_182,ACC_POLRI_060_469,9854825467.46,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-11-07,ACC_KEMENPAREKRAF_040_944,ACC_KEU_015_978,49610276796.4,Belanja Modal,Pengadaan aset TIK,0
2023-01-02,ACC_KEMENDAGRI_010_897,ACC_BRIN_124_815,3578224257.2,Belanja Pegawai,Pembayaran THR,0
2023-01-11,ACC_PPATK_078_746,ACC_PERT_018_386,61069650057.84,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-08-14,ACC_ESDM_020_053,ACC_KEMENPERIN_019_940,33327449512.39,Belanja Barang,Belanja internet dan komunikasi,0
2023-12-08,ACC_KEU_015_364,ACC_KEMENLU_011_280,9094835523.82,Belanja Barang,Belanja internet dan komunikasi,0
2023-08-03,ACC_KEMENAG_025_128,ACC_BRIN_124_736,11558460926.74,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-04-25,ACC_KES_024_209,ACC_KEMENESDM_020_526,20238270179.64,Belanja Modal,Pengadaan aset TIK,0
2023-07-20,ACC_ESDM_020_758,ACC_KEMENKOPUKM_044_278,10610688534.74,Belanja Subsidi,Subsidi energi,0
2023-01-04,ACC_PUPR_033_666,ACC_POLRI_060_442,48103194172.88,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-11-22,ACC_KEMENDAGRI_010_146,ACC_KOMINFO_059_128,23309286649.17,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-12-22,ACC_KEMENDAGRI_010_041,ACC_KEMENLU_011_934,19444988724.33,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-03-17,ACC_BPS_054_599,ACC_POLRI_060_629,9349714114.52,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-01-27,ACC_KEMENPAREKRAF_040_825,ACC_KEU_015_287,2074675809.84,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-11-05,ACC_PUPR_033_455,ACC_KEMENHAN_012_906,48094167847.39,Belanja Bantuan Sosial,Bansos tunai,0
2023-07-09,ACC_KEMENESDM_020_634,ACC_KES_024_558,32332742217.54,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-11-03,ACC_KEU_015_693,ACC_BPK_004_292,13294222938.47,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-01-29,ACC_KEU_015_149,ACC_KEMENPERIN_019_779,11286019317.91,Belanja Subsidi,Subsidi energi,0
2023-10-22,ACC_BPK_004_744,ACC_ESDM_020_227,37175595343.71,Belanja Barang,Belanja pemeliharaan rutin,0
2023-02-24,ACC_BRIN_124_623,ACC_SOS_027_664,5801344556.94,Belanja Lain-lain,Belanja tak terduga,0
2023-02-05,ACC_KEMENKOPUKM_044_751,ACC_BPJS_NA_148,5905497619.24,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-09-01,ACC_KEMENHAN_012_491,ACC_PERT_018_849,14833974001.73,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-06-03,ACC_KEMENPERIN_019_450,ACC_PPATK_078_501,5078867898.82,Belanja Modal,Pembayaran termin proyek resmi,0
2023-10-23,ACC_PERT_018_017,ACC_KEMENDAG_090_641,29012294927.12,Belanja Barang,Pengadaan barang operasional,0
2023-02-08,ACC_KEMENAG_025_803,ACC_KEU_015_131,11883614480.06,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-04-18,ACC_KEMENAG_025_172,ACC_BRIN_124_435,28910455099.7,Belanja Pegawai,Pembayaran THR,0
2023-02-13,ACC_KEMENLU_011_955,ACC_BPJS_NA_817,4232222686.45,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-11-26,ACC_KES_024_569,ACC_KEMENAG_025_823,19360120086.1,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-03-22,ACC_SOS_027_727,ACC_BPJS_NA_485,28814209178.29,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-07-17,ACC_BRIN_124_200,ACC_KEMENPERIN_019_537,43686454205.16,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-12-31,ACC_KEMENAG_025_538,ACC_PUPR_033_047,27802495523.91,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-01-16,ACC_KEMENHUB_022_711,ACC_BPS_054_401,18063977127.89,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-09-27,ACC_KES_024_335,ACC_KEMENDIKBUD_023_629,15923961761.72,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-06-25,ACC_KEU_015_840,ACC_BPS_054_498,24463863067.75,Belanja Subsidi,Subsidi pangan,0
2023-04-13,ACC_SOS_027_273,ACC_BPS_054_526,33189742124.7,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-04-18,ACC_KEMENESDM_020_188,ACC_KEMENKOPUKM_044_813,279121908379.7569,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,1
2023-07-02,ACC_BPS_054_983,ACC_PERT_018_364,5213457370.79,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-01-04,ACC_KEMENESDM_020_349,ACC_POLRI_060_982,43435754724.8,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-04-18,ACC_KEMENKOPUKM_044_894,ACC_BPS_054_450,26686816514.77,Belanja Barang,Belanja internet dan komunikasi,0
2023-06-19,ACC_POLRI_060_546,ACC_KEMENDAGRI_010_414,11548476070.22,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-04-06,ACC_KES_024_739,ACC_POLRI_060_891,7494240267.49,Belanja Pegawai,Pembayaran THR,0
2023-01-29,ACC_BPK_004_958,ACC_KEMENKOPUKM_044_477,4694068058.66,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-08-24,ACC_KEMENDAGRI_010_239,ACC_KEU_015_377,46309955009.93,Belanja Pegawai,Pembayaran THR,0
2023-12-25,ACC_KEMENDAGRI_010_340,ACC_PERT_018_389,12078177517.77,Belanja Subsidi,Subsidi pangan,0
2023-06-07,ACC_KOMINFO_059_324,ACC_KEMENHAN_012_146,21515132885.06,Belanja Subsidi,Subsidi bunga kredit program,0
2023-06-02,ACC_KEMENDAGRI_010_432,ACC_POLRI_060_705,103687305156.53477,Belanja Barang,Belanja internet dan komunikasi,1
2023-07-06,ACC_BPJS_NA_805,ACC_POLRI_060_061,5525162967.63,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-07-17,ACC_KEMENDIKBUD_023_807,ACC_KOMINFO_059_440,11990892132.01,Belanja Barang,Pengadaan barang operasional,0
2023-08-14,ACC_BPK_004_153,ACC_PPATK_078_711,25584031036.72,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-02-28,ACC_KEMENPAREKRAF_040_584,ACC_KEMENHUB_022_660,12454263882.67,Belanja Lain-lain,Belanja tak terduga,0
2023-11-26,ACC_BPJS_NA_107,ACC_KEMENPAREKRAF_040_226,21568774403.2,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-08-29,ACC_KEMENKOPUKM_044_506,ACC_KEU_015_259,13115183154.83,Belanja Modal,Pembayaran termin proyek resmi,0
2023-08-03,ACC_KEMENDAG_090_689,ACC_BPK_004_521,34483457998.33,Belanja Subsidi,Subsidi pangan,0
2023-08-29,ACC_BPJS_NA_573,ACC_BPK_004_891,24845124518.11,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-08-04,ACC_BRIN_124_003,ACC_KEMENAG_025_160,37094153401.24,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-09-26,ACC_KEMENPAREKRAF_040_120,ACC_KEMENHUB_022_893,45402125169.82,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-04-08,ACC_KEMENHAN_012_267,ACC_BPS_054_617,52456686182.65,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-05-03,ACC_KEMENHAN_012_988,ACC_BPJS_NA_541,82552652470.19,Belanja Modal,Pengadaan aset TIK,0
2023-09-18,ACC_POLRI_060_395,ACC_KEMENDAG_090_955,20318533407.65,Belanja Bantuan Sosial,Bantuan pangan nontunai,0
2023-05-04,ACC_BPK_004_975,ACC_SOS_027_038,31039510362.53,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-02-06,ACC_KEMENDAGRI_010_316,ACC_SOS_027_688,14204307760.85,Belanja Barang,Belanja internet dan komunikasi,0
2023-03-22,ACC_BPJS_NA_114,ACC_PERT_018_040,62360038870.65,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-11-19,ACC_KOMINFO_059_568,ACC_PPATK_078_040,27186756946.92,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-12-13,ACC_POLRI_060_973,ACC_PPATK_078_749,18207987071.36,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-04-02,ACC_SOS_027_353,ACC_KOMINFO_059_571,58453128195.16,Belanja Subsidi,Subsidi bunga kredit program,0
2023-06-18,ACC_BPK_004_781,ACC_KEMENHAN_012_363,13840905453.82,Belanja Bantuan Sosial,Bansos tunai,0
2023-05-13,ACC_KEMENDAG_090_747,ACC_KEU_015_557,7590864972.7,Belanja Barang,Belanja internet dan komunikasi,0
2023-01-31,ACC_ESDM_020_535,ACC_POLRI_060_426,21162467467.61,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-03-23,ACC_PUPR_033_356,ACC_KEMENHUB_022_258,20098386595.42,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-01-12,ACC_BPJS_NA_295,ACC_ESDM_020_962,6842722140.79,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-01-17,ACC_SOS_027_360,ACC_KEU_015_223,16618283595.65,Belanja Barang,Belanja internet dan komunikasi,0
2023-12-10,ACC_KEMENDAG_090_365,ACC_KEMENPAREKRAF_040_675,15017853801.76,Belanja Barang,Belanja pemeliharaan rutin,0
2023-03-01,ACC_KEMENKOPUKM_044_335,ACC_KEMENDAGRI_010_222,19857198979.61,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-10-05,ACC_PUPR_033_196,ACC_POLRI_060_916,17531804168.04,Belanja Subsidi,Subsidi pangan,0
2023-01-17,ACC_SOS_027_524,ACC_KES_024_918,15584447892.14,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-07-12,ACC_KEMENPAREKRAF_040_022,ACC_KES_024_474,13376080662.82,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-09-08,ACC_ESDM_020_227,ACC_KEMENAG_025_948,6853814166.51,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-01-07,ACC_KES_024_029,ACC_BPK_004_907,121080824377.56,Belanja Subsidi,Pembayaran subsidi,0
2023-02-27,ACC_KEMENHUB_022_983,ACC_BPS_054_538,60320888754.67,Belanja Subsidi,Subsidi pupuk,0
2023-08-14,ACC_KEMENPERIN_019_285,ACC_BPK_004_516,7407950155.91,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-10-12,ACC_KEMENLU_011_157,ACC_KEMENKOPUKM_044_075,7336329580.92,Belanja Modal,Pengadaan aset TIK,0
2023-05-10,ACC_KEMENDAG_090_687,ACC_KEMENAG_025_974,12836798613.56,Belanja Barang,Belanja pemeliharaan rutin,0
2023-12-23,ACC_KEMENDAG_090_955,ACC_KEMENAG_025_084,19654814756.69,Belanja Barang,Belanja internet dan komunikasi,0
2023-09-14,ACC_PUPR_033_570,ACC_KEMENPERIN_019_892,23840368382.32,Belanja Modal,Pembayaran termin proyek resmi,0
2023-10-08,ACC_KOMINFO_059_792,ACC_KEMENESDM_020_524,10745237945.16,Belanja Subsidi,Subsidi energi,0
2023-07-27,ACC_POLRI_060_539,ACC_BRIN_124_584,27795302723.75,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-02-19,ACC_PERT_018_199,ACC_BPK_004_387,8859947734.27,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-06-30,ACC_KEMENHUB_022_536,ACC_KES_024_828,7454044697.06,Belanja Subsidi,Subsidi energi,0
2023-08-10,ACC_KEU_015_206,ACC_BPS_054_455,9617613348.54,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-12-31,ACC_BPJS_NA_852,ACC_KEMENPERIN_019_740,4357808792.24,Belanja Pegawai,Pembayaran THR,1
2023-08-02,ACC_KEMENDAG_090_501,ACC_PUPR_033_117,11881844055.54,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-03-13,ACC_KEMENDAG_090_395,ACC_BPJS_NA_064,12828386482.59,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-04-05,ACC_BPJS_NA_166,ACC_KEMENKOPUKM_044_544,13665700872.24,Belanja Modal,Pembayaran termin proyek resmi,0
2023-08-05,ACC_BRIN_124_801,ACC_BPK_004_102,3254434846.81,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-02-10,ACC_KEMENESDM_020_401,ACC_KEMENAG_025_588,20793237954.8,Belanja Lain-lain,Belanja tak terduga,0
2023-06-09,ACC_BPS_054_463,ACC_SOS_027_592,19471340067.68,Belanja Lain-lain,Belanja tak terduga,0
2023-08-30,ACC_KEMENESDM_020_865,ACC_ESDM_020_002,12050880135.97,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-08-21,ACC_ESDM_020_973,ACC_KES_024_926,7958100317.02,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-07-13,ACC_PERT_018_166,ACC_KEMENDAG_090_871,8752391547.89,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-05-02,ACC_PPATK_078_143,ACC_KEMENAG_025_994,8709550682.27,Belanja Barang,Penyewaan jasa kebersihan,0
2023-11-13,ACC_KEMENKOPUKM_044_963,ACC_SOS_027_635,12035598546.27,Belanja Pegawai,Pembayaran THR,0
2023-09-19,ACC_BPJS_NA_073,ACC_KEMENDAG_090_359,65104827546.65573,Belanja Pegawai,Pembayaran THR,1
2023-11-24,ACC_POLRI_060_690,ACC_KEMENDIKBUD_023_860,23037103080.85,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-12-27,ACC_KEMENKOPUKM_044_111,ACC_KES_024_251,18578326172.35,Belanja Subsidi,Subsidi pupuk,1
2023-11-10,ACC_PUPR_033_022,ACC_BPS_054_410,33044713133.4,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-05-07,ACC_KEMENPERIN_019_809,ACC_POLRI_060_700,95389602308.38,Belanja Modal,Pembayaran termin proyek resmi,0
2023-10-28,ACC_KES_024_243,ACC_BPK_004_122,12066800965.03,Belanja Subsidi,Subsidi pupuk,0
2023-08-26,ACC_KEMENAG_025_356,ACC_KEU_015_685,10360640706.91,Belanja Barang,Penyewaan jasa kebersihan,0
2023-11-03,ACC_KEMENAG_025_812,ACC_PUPR_033_594,14124997383.06,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-07-30,ACC_KEMENPAREKRAF_040_662,ACC_KEMENDIKBUD_023_549,19188839338.65,Belanja Pegawai,Pembayaran THR,0
2023-07-21,ACC_POLRI_060_755,ACC_PERT_018_035,11060017714.56,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-07-26,ACC_KEMENESDM_020_353,ACC_KEMENPAREKRAF_040_903,15811793596.59,Belanja Barang,Pengadaan barang operasional,0
2023-01-24,ACC_KEMENPAREKRAF_040_404,ACC_KEMENHAN_012_805,27007447495.55,Belanja Modal,Pengadaan aset TIK,0
2023-12-30,ACC_KEMENDAGRI_010_382,ACC_BRIN_124_532,22868749338.18,Belanja Barang,Pengadaan barang operasional,0
2023-04-15,ACC_PERT_018_420,ACC_KEMENDAGRI_010_250,42037788160.36,Belanja Modal,Pengadaan aset TIK,0
2023-08-16,ACC_BPJS_NA_578,ACC_KEMENPAREKRAF_040_335,307454069020.38,Belanja Subsidi,Subsidi bunga kredit program,0
2023-07-05,ACC_BRIN_124_246,ACC_KEMENLU_011_637,3433800161.43,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-08-25,ACC_KEMENKOPUKM_044_530,ACC_KES_024_552,9735668107.21,Belanja Barang,Penyewaan jasa kebersihan,0
2023-04-10,ACC_POLRI_060_752,ACC_KEMENDAGRI_010_478,23954976683.09,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-01-14,ACC_KEMENLU_011_334,ACC_KEMENDIKBUD_023_002,6336720688.55,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-11-14,ACC_BRIN_124_502,ACC_KEMENHUB_022_828,9596531397.83,Belanja Pegawai,Pembayaran THR,0
2023-01-14,ACC_BPS_054_504,ACC_PUPR_033_231,50144928288.74,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-12-11,ACC_KEMENDIKBUD_023_028,ACC_KEMENHAN_012_066,6474274334.28,Belanja Barang,Belanja internet dan komunikasi,0
2023-09-18,ACC_KEMENPAREKRAF_040_449,ACC_KEMENESDM_020_424,16981301667.53,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-10-14,ACC_PUPR_033_395,ACC_PUPR_033_395,6634842455.53,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,1
2023-09-27,ACC_KEMENHUB_022_592,ACC_ESDM_020_970,6994732502.27,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-05-13,ACC_KEMENKOPUKM_044_276,ACC_BPJS_NA_776,9651715914.04,Belanja Modal,Pengadaan aset TIK,0
2023-01-01,ACC_SOS_027_313,ACC_KEU_015_576,23894121262.69,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-06-24,ACC_BPJS_NA_997,ACC_PERT_018_204,38858021334.61,Belanja Barang,Bansos tunai,1
2023-04-30,ACC_KEMENHUB_022_556,ACC_KEU_015_824,5431956802.11,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-11-30,ACC_BPS_054_642,ACC_KES_024_969,14359593274.25,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-01-20,ACC_SOS_027_282,ACC_KEMENKOPUKM_044_797,23162683037.75,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-02-28,ACC_KEMENESDM_020_837,ACC_ESDM_020_161,11473327868.94,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-07-25,ACC_BPJS_NA_012,ACC_KEMENDAG_090_490,12773124700.85,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-05-06,ACC_BPJS_NA_994,ACC_POLRI_060_217,95018267579.25,Belanja Modal,Pengadaan aset TIK,0
2023-07-04,ACC_KEMENPAREKRAF_040_039,ACC_BPK_004_223,15295205715.82,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-10-21,ACC_KEMENHUB_022_852,ACC_ESDM_020_151,3292492919.31,Belanja Barang,Belanja pemeliharaan rutin,0
2023-10-28,ACC_KOMINFO_059_308,ACC_KEMENPERIN_019_336,11617705603.08,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-12-07,ACC_PPATK_078_129,ACC_ESDM_020_776,6448549547.57,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-12-24,ACC_POLRI_060_517,ACC_BPS_054_495,13197012141.16,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-08-06,ACC_KEMENDIKBUD_023_427,ACC_POLRI_060_970,16424511151.58,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-05-25,ACC_KEMENDAG_090_538,ACC_PPATK_078_648,13120072321.85,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-12-11,ACC_KEMENAG_025_814,ACC_BRIN_124_964,9536307106.62,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-05-27,ACC_ESDM_020_287,ACC_KEMENKOPUKM_044_976,21586226750.77,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-08-08,ACC_KEMENHAN_012_962,ACC_KEMENDAGRI_010_704,46154780605.32,Belanja Subsidi,Subsidi pupuk,0
2023-03-14,ACC_KEMENHUB_022_161,ACC_KEMENLU_011_681,28961222324.07,Belanja Pegawai,Pembayaran THR,0
2023-06-08,ACC_KEMENDAGRI_010_489,ACC_KOMINFO_059_971,8521385189.93,Belanja Lain-lain,Belanja tak terduga,0
2023-04-12,ACC_KEMENAG_025_494,ACC_KEMENLU_011_644,15513132894.16,Belanja Bantuan Sosial,Bansos tunai,0
2023-10-06,ACC_BPS_054_851,ACC_PUPR_033_365,26975099829.38,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-12-10,ACC_PPATK_078_822,ACC_KEMENPAREKRAF_040_455,40763604271.81,Belanja Subsidi,Belanja tak terduga,1
2023-07-18,ACC_KEMENLU_011_143,ACC_BRIN_124_917,5047883825.04,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-04-03,ACC_KEMENPAREKRAF_040_473,ACC_PUPR_033_417,6200893886.98,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-09-24,ACC_KEMENDIKBUD_023_867,ACC_KEMENAG_025_968,5879856968.33,Belanja Barang,Penyewaan jasa kebersihan,0
2023-11-26,ACC_SOS_027_962,ACC_KEMENKOPUKM_044_942,11658696578.47,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-04-27,ACC_KEMENDIKBUD_023_221,ACC_KEMENKOPUKM_044_154,32286579853.27,Belanja Modal,Pembayaran termin proyek resmi,0
2023-05-13,ACC_PPATK_078_994,ACC_ESDM_020_304,10092323105.97,Belanja Pegawai,Pembayaran THR,0
2023-12-09,ACC_KEMENESDM_020_326,ACC_ESDM_020_814,90628385430.24,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-01-21,ACC_KEMENPAREKRAF_040_407,ACC_POLRI_060_619,41652876193.59,Belanja Subsidi,Subsidi bunga kredit program,0
2023-10-08,ACC_KEMENPERIN_019_804,ACC_BPJS_NA_715,15364986499.44,Belanja Pegawai,Pembayaran THR,0
2023-11-20,ACC_KEMENESDM_020_789,ACC_KES_024_141,24573958931.57,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-02-21,ACC_BRIN_124_494,ACC_KEMENHUB_022_539,14198745195.91,Belanja Barang,Belanja pemeliharaan rutin,0
2023-06-05,ACC_KEMENDAGRI_010_291,ACC_KEMENESDM_020_648,5537208178.73,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-03-18,ACC_KEMENHUB_022_644,ACC_PUPR_033_090,41967539770.6,Belanja Barang,Belanja internet dan komunikasi,0
2023-09-20,ACC_KES_024_351,ACC_BPK_004_108,15496033323.49,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-11-08,ACC_BPK_004_241,ACC_PPATK_078_938,29509435614.76,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-02-05,ACC_BPS_054_084,ACC_SOS_027_452,16985024860.31,Belanja Barang,Pengadaan barang operasional,0
2023-06-22,ACC_KEMENKOPUKM_044_362,ACC_PERT_018_559,7387256409.83,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-04-28,ACC_KEU_015_277,ACC_PUPR_033_726,24127855168.43,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-05-01,ACC_PUPR_033_637,ACC_KEMENDAG_090_682,26635296281.35,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-07-27,ACC_KEMENHAN_012_049,ACC_BPS_054_154,24269293517.94,Belanja Lain-lain,Belanja tak terduga,0
2023-04-10,ACC_BPK_004_060,ACC_KEMENDIKBUD_023_167,30741991218.29,Belanja Barang,Belanja pemeliharaan rutin,0
2023-05-26,ACC_KEMENAG_025_915,ACC_BRIN_124_676,9371475101.08,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-02-18,ACC_PERT_018_483,ACC_KES_024_108,4910904973.16,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-04-29,ACC_KEMENLU_011_661,ACC_KEMENPERIN_019_977,10766927784.18,Belanja Bantuan Sosial,Bansos tunai,0
2023-06-09,ACC_KEMENPAREKRAF_040_523,ACC_KEMENAG_025_650,5148437011.72,Belanja Pegawai,Tunjangan kinerja triwulan,0
